age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,,,
19,11,"offenbach, germany",german19,german,female,928,germany,FALSE,,,
29,12,"bemberg, germany",german2,german,female,190,germany,FALSE,,,
41,16,"chur, switzerland",german20,german,male,936,switzerland,FALSE,,,
20,10,"villach, austria",german21,german,female,1064,austria,FALSE,,,
21,12,"elsterwerda, germany",german22,german,female,1092,germany,FALSE,,,
24,11,"herdecke, germany",german23,german,male,1255,germany,FALSE,,,
27,10,"niedersachsen, germany",german24,german,male,1383,germany,FALSE,,,
21,11,"geislingen, germany",german25,german,female,1443,germany,FALSE,,,
77,24,"stuttgart, germany",german26,german,female,1452,germany,FALSE,,,
23,10,"bielefeld, germany",german27,german,male,1494,germany,FALSE,,,
19,10,"vienna, austria",german28,german,female,1525,austria,FALSE,,,
53,12,"coburg, germany",german29,german,female,1619,germany,FALSE,,,
19,12,"meissen, germany",german3,german,female,191,germany,FALSE,,,
32,8,"radstadt, austria",german30,german,female,1681,austria,FALSE,,,
21,10,"datteln, germany",german31,german,female,1685,germany,FALSE,,,
29,12,"niedersachsen, germany",german32,german,female,1707,germany,FALSE,,,
39,10,"stuttgart, germany",german33,german,male,1877,germany,FALSE,,,
28,11,"bochum, germany",german34,german,male,1879,germany,FALSE,,,
51,11,"ingolstadt, germany",german35,german,female,1972,germany,FALSE,,,
18,14,"hamburg, germany",german36,german,female,1994,germany,FALSE,,,
19,11,"stuttgart, germany",german4,german,female,192,germany,FALSE,,,
47,12,"halle, germany",german5,german,male,193,germany,FALSE,,,
28,8,"vienna, austria",german6,german,male,194,austria,FALSE,,,
20,11,"berlin, germany",german7,german,male,501,germany,FALSE,,,
25,10,"bernburg, germany",german8,german,male,545,germany,FALSE,,,
22,8,"wuppertal, germany",german9,german,male,616,germany,FALSE,,,
19,9,"athens, greece",greek1,greek,male,195,greece,FALSE,,,
58,14,"nicosia, cyprus",greek10,greek,male,1620,cyprus,FALSE,,,
21,3,"athens, greece",greek11,greek,female,1634,greece,FALSE,,,
24,4,"bethlehem, pennsylvania, usa",greek12,greek,male,1712,usa,FALSE,,,
23,6,"vlore, albania",greek13,greek,female,1804,albania,FALSE,,,
22,3,"lancaster, pennsylvania, usa",greek14,greek,female,1816,usa,FALSE,,,no
81,8,"jerusalem, israel",greek15,greek,female,1839,israel,FALSE,,,
26,9,"athens, greece",greek2,greek,female,196,greece,FALSE,,,
37,15,"karprenici, greece",greek3,greek,female,197,greece,FALSE,,,
37,7,"ioannina, greece",greek4,greek,male,570,greece,FALSE,,,
51,25,"nicosia, cyprus",greek5,greek,male,621,cyprus,FALSE,,,
62,12,"igoumenitsa, greece",greek6,greek,female,813,greece,FALSE,,,
18,4,"athens, greece",greek7,greek,male,1102,greece,FALSE,,,
37,3,"athens, greece",greek8,greek,male,1415,greece,FALSE,,,
23,6,"athens, greece",greek9,greek,female,1418,greece,FALSE,,,
20,15,"ahmedabad, india",gujarati1,gujarati,male,198,india,FALSE,,,
22,8,"bombay, india",gujarati2,gujarati,male,199,india,FALSE,,,
28,2,"limerick, ireland",gujarati3,gujarati,female,200,ireland,FALSE,,,
53,16,"ahmedabad, india",gujarati4,gujarati,female,610,india,FALSE,,,
28,3,"bombay, india",gujarati5,gujarati,female,1016,india,FALSE,,,
29,5,"kutch, gujarat, india",gujarati6,gujarati,male,1143,india,FALSE,,,
40,4,"hyderabad, india",gujarati7,gujarati,female,1504,india,FALSE,,,
27,7,"ahmedabad, india",gujarati8,gujarati,female,1678,india,FALSE,,,
19,9,"surat, india",gujarati9,gujarati,male,2041,india,FALSE,,,
44,12,"nairobi, kenya",gusii1,gusii,male,201,kenya,FALSE,,,
41,6,"kisii, kenya",gusii2,gusii,male,1153,kenya,FALSE,,,
51,12,"hosanna, ethiopia",hadiyya1,hadiyya,male,1022,ethiopia,FALSE,,,
30,11,"hosanna, ethiopia",hadiyya2,hadiyya,male,1032,ethiopia,FALSE,,,
45,7,"singapore, singapore",hainanese1,hainanese,male,914,singapore,FALSE,,,
72,13,"pei kang, taiwan",hakka1,hakka,female,1655,taiwan,FALSE,,,
49,7,"kano, nigeria",hausa1,hausa,male,1034,nigeria,FALSE,,,
46,10,"bauchi, nigeria",hausa2,hausa,male,1035,nigeria,FALSE,,,
47,6,"malumfashi, nigeria",hausa3,hausa,female,1036,nigeria,FALSE,,,
62,10,"kano, nigeria",hausa4,hausa,male,1039,nigeria,FALSE,,,
43,12,"maine, niger",hausa5,hausa,female,1047,niger,FALSE,,,
48,6,"kano, nigeria",hausa6,hausa,male,1048,nigeria,FALSE,,,
52,7,"sokoto, nigeria",hausa7,hausa,male,1050,nigeria,FALSE,,,
30,7,"katsina, nigeria",hausa8,hausa,male,1136,nigeria,FALSE,,,
43,5,"kaltungo, gombe, nigeria",hausa9,hausa,male,1408,nigeria,FALSE,,,
23,10,"yehud, israel",hebrew1,hebrew,male,202,israel,FALSE,,,
24,10,"jerusalem, israel",hebrew2,hebrew,male,203,israel,FALSE,,,
33,8,"haifa, israel",hebrew3,hebrew,male,204,israel,FALSE,,,
20,9,"haifa, israel",hebrew4,hebrew,female,205,israel,FALSE,,,
23,10,"netanya, israel",hebrew5,hebrew,male,206,israel,FALSE,,,
33,9,"rishon, israel",hebrew6,hebrew,female,411,israel,FALSE,,,
52,12,"jerusalem, israel",hebrew7,hebrew,male,941,israel,FALSE,,,
28,7,"jerusalem, israel",hebrew8,hebrew,male,1074,israel,FALSE,,,
23,4,"petah-tiqwa, israel",hebrew9,hebrew,male,1725,israel,FALSE,,,
27,2,"nagpur, maharashtra, india",hindi1,hindi,male,207,india,FALSE,,,
19,10.5,"new delhi, india",hindi10,hindi,female,1202,india,FALSE,,,
20,4,"chandigarh, india",hindi11,hindi,male,1437,india,FALSE,,,
25,4,"allahabad, india",hindi12,hindi,female,1440,india,FALSE,,,
43,13,"jaipur, india",hindi13,hindi,female,1633,india,FALSE,,,
53,12,"new delhi, india",hindi14,hindi,male,1697,india,FALSE,,,
23,1,"new delhi, india",hindi15,hindi,female,1794,india,FALSE,,,
25,5,"new delhi, india",hindi16,hindi,male,1966,india,FALSE,,,
47,3,"new delhi, india",hindi17,hindi,female,1988,india,FALSE,,,
21,5,"new delhi, india",hindi18,hindi,female,2125,india,FALSE,,,
31,3,"hyderabad, india",hindi2,hindi,male,587,india,FALSE,,,
42,5,"jalandhar, india",hindi3,hindi,male,593,india,FALSE,,,
28,14,"bhilwara, rajisthan, india",hindi4,hindi,female,765,india,FALSE,,,
64,10,"hubballi, karnataka, india",hindi5,hindi,female,845,india,FALSE,,,
27,4,"new delhi, india",hindi6,hindi,female,866,india,FALSE,,,
60,5,"allahabad, utter pardesh, india",hindi7,hindi,female,867,india,FALSE,,,
19,8,"imphal, india",hindi8,hindi,male,910,india,FALSE,,,
31,4,"durgapur, west bengal, india",hindi9,hindi,male,1017,india,FALSE,,,
62,6,"ghazi, pakistan",hindko1,hindko,male,582,pakistan,FALSE,,,
35,7,"louangphabang, laos",hmong1,hmong,male,2044,laos,FALSE,,,
47,11.5,"long tieng, laos",hmong2,hmong,male,2045,laos,FALSE,,,
22.5,20,"cegled, hungary",hungarian1,hungarian,female,209,hungary,FALSE,,,
22,8,"clug, romania",hungarian2,hungarian,female,210,romania,FALSE,,,
34,8,"brasov, romania",hungarian3,hungarian,male,211,romania,FALSE,,,
26,5,"szeged, hungary",hungarian4,hungarian,male,594,hungary,FALSE,,,
29,27,"budapest, hungary",hungarian5,hungarian,female,846,hungary,FALSE,,,
38,14,"budapest, hungary",hungarian6,hungarian,female,880,hungary,FALSE,,,
57,17,"budapest, hungary",hungarian7,hungarian,female,1139,hungary,FALSE,,,
86,86,"pinkoc, hungary",hungarian8,hungarian,female,1298,hungary,FALSE,,,
73,15,"budapest, hungary",hungarian9,hungarian,male,2018,hungary,FALSE,,,
52,3,"uyo, akwa ibom, nigeria",ibibio1,ibibio,male,1184,nigeria,FALSE,,,
45,4,"abak, akwa ibom, nigeria",ibibio2,ibibio,female,1185,nigeria,FALSE,,,
36,6,"lagos, nigeria",ibibio3,ibibio,male,1691,nigeria,FALSE,,,
21,11,"reykjavik, iceland",icelandic1,icelandic,male,422,iceland,FALSE,,,
43,12,"akranes, iceland",icelandic2,icelandic,female,665,iceland,FALSE,,,
36,20,"reykjavik, iceland",icelandic3,icelandic,female,814,iceland,FALSE,,,
30,12,"lome, togo",ife1,ife,male,1821,togo,FALSE,,,
23,12,"imo state, imo state, nigeria",igbo1,igbo,female,212,nigeria,FALSE,,,
65,14,"kafanchan, nigeria",igbo2,igbo,male,760,nigeria,FALSE,,,
35,5,"lagos, nigeria",igbo3,igbo,male,1040,nigeria,FALSE,,,
53,7,"bago city, philippines",ilonggo1,ilonggo,female,1902,philippines,FALSE,,,
31,13,"jakarta, indonesia",indonesian1,indonesian,male,213,indonesia,FALSE,,,
18,13,"jakarta, indonesia",indonesian2,indonesian,male,214,indonesia,FALSE,,,
32,13,"jakarta, indonesia",indonesian3,indonesian,female,215,indonesia,FALSE,,,
30,10,"jakarta, indonesia",indonesian4,indonesian,female,216,indonesia,FALSE,,,
29,7,"jakarta, indonesia",indonesian5,indonesian,male,1054,indonesia,FALSE,,,
20,8,"jakarta, indonesia",indonesian6,indonesian,male,1309,indonesia,FALSE,,,
45,12,"kediri, java, indonesia",indonesian7,indonesian,female,1496,indonesia,FALSE,,,
32,14,"jakarta, indonesia",indonesian8,indonesian,male,1775,indonesia,FALSE,,,
28,3,"dublin, ireland",irish1,irish,male,1762,ireland,FALSE,,,
29,22,"carbonia, italy",italian1,italian,female,217,italy,FALSE,,,
48,12,"palermo, italy",italian10,italian,male,627,italy,FALSE,,,
30,18,"cagliari, italy",italian11,italian,male,641,italy,FALSE,,,
38,14,"bellinzona, switzerland",italian12,italian,female,681,switzerland,FALSE,,,
20,8,"enna, italy",italian13,italian,male,733,italy,FALSE,,,
20,8,"cosenza, italy",italian14,italian,male,761,italy,FALSE,,,
48,15,"forli, italy",italian15,italian,male,839,italy,FALSE,,,
40,14,"mantua, italy",italian16,italian,male,942,italy,FALSE,,,
28,14,"turin, italy",italian17,italian,male,995,italy,FALSE,,,
20,8,"grugliasco, italy",italian18,italian,male,1043,italy,FALSE,,,
19,11,"rome, italy",italian19,italian,male,1114,italy,FALSE,,,
46,18,"caltanissetta, sicily, italy",italian2,italian,male,218,italy,FALSE,,,
32,15,"naples, italy",italian20,italian,male,1123,italy,FALSE,,,
42,20,"trento, italy",italian21,italian,male,1124,italy,FALSE,,,
23,6,"teramo, italy",italian22,italian,male,1175,italy,FALSE,,,
34,14,"cuneo, italy",italian23,italian,female,1177,italy,FALSE,,,
23,6,"milan, italy",italian24,italian,female,1406,italy,FALSE,,,
40,3.5,"wiesbaden, germany",italian25,italian,male,1322,germany,FALSE,,,
49,11,"siracusa, sicily, italy",italian26,italian,male,1489,italy,FALSE,,,
33,10,"milan, italy",italian27,italian,female,1543,italy,FALSE,,,
25,6,"rome, italy",italian28,italian,male,1679,italy,FALSE,,,
21,8,"trieste, italy",italian29,italian,female,1686,italy,FALSE,,,
55,21,"florence, italy",italian3,italian,male,219,italy,FALSE,,,
23,11,"bologna, italy",italian30,italian,male,1741,italy,FALSE,,,
59,23,"naples, italy",italian31,italian,female,1976,italy,FALSE,,,
49,14,"sardinia, italy",italian32,italian,male,1984,italy,FALSE,,,
78,50,"bitonto, italy",italian33,italian,female,2020,italy,FALSE,,,
47,11,"cremona, italy",italian4,italian,female,220,italy,FALSE,,,
52,25,"vicenza, veneto, italy",italian5,italian,male,440,italy,FALSE,,,
32,15,"naples, italy",italian6,italian,female,473,italy,FALSE,,,
24,8,"naples, italy",italian7,italian,male,553,italy,FALSE,,,
43,10,"bari, italy",italian8,italian,male,589,italy,FALSE,,,
18,8,"turin, italy",italian9,italian,male,619,italy,FALSE,,,
25,12,"tokyo, japan",japanese1,japanese,female,221,japan,FALSE,,,
26,12,"hakodate, japan",japanese10,japanese,female,827,japan,FALSE,,,
29,13,"toyama, japan",japanese11,japanese,female,1046,japan,FALSE,,,
36,12,"tokyo, japan",japanese12,japanese,male,1365,japan,FALSE,,,
28,11,"gunma, japan",japanese13,japanese,male,1381,japan,FALSE,,,
37,12,"akashi, japan",japanese14,japanese,female,1382,japan,FALSE,,,
45,12,"osaka, japan",japanese15,japanese,male,1521,japan,FALSE,,,
25,3,"clark field, philippines",japanese16,japanese,female,1537,philippines,FALSE,,,
44,13,"nara, japan",japanese17,japanese,female,1610,japan,FALSE,,,
52,13,"kyoto, japan",japanese18,japanese,female,1626,japan,FALSE,,,
57,13,"naha, japan",japanese19,japanese,female,1684,japan,FALSE,,,
27,12,"tokyo, japan",japanese2,japanese,female,222,japan,FALSE,,,
21,14,"yokosuka, japan",japanese20,japanese,male,1833,japan,FALSE,,,
53,13,"tokyo, japan",japanese21,japanese,female,1847,japan,FALSE,,,
69,12,"ashiya, japan",japanese22,japanese,female,1881,japan,FALSE,,,
24,5,"kawasaki, japan",japanese23,japanese,male,1942,japan,FALSE,,,
40,13,"tokyo, japan",japanese24,japanese,female,1948,japan,FALSE,,,
52,13,"kyoto, japan",japanese25,japanese,female,1987,japan,FALSE,,,
44,13,"yokosuka, japan",japanese26,japanese,female,1991,japan,FALSE,,,
21,13,"tokyo, japan",japanese27,japanese,female,2123,japan,FALSE,,,
49,12,"kofu, yamanashi prefecture, japan",japanese3,japanese,female,223,japan,FALSE,,,
20,15,"tokyo, japan",japanese4,japanese,male,224,japan,FALSE,,,
25,12,"chiba, japan",japanese5,japanese,female,225,japan,FALSE,,,
30,10,"kawasaki, japan",japanese6,japanese,female,226,japan,FALSE,,,
18,12,"osaka, japan",japanese7,japanese,male,227,japan,FALSE,,,
25,12,"tokyo, japan",japanese8,japanese,male,486,japan,FALSE,,,
24,13,"yokohama, japan",japanese9,japanese,male,543,japan,FALSE,,,
34,16,"ziguinchor, senegal",jola1,jola,male,784,senegal,FALSE,,,
26,12,"algiers, algeria",kabyle1,kabyle,female,1190,algeria,FALSE,,,
30,9,"francistown, botswana",kalanga1,kalanga,male,1182,botswana,FALSE,,,
36,9,"hosanna, ethiopia",kambaata1,kambaata,male,978,ethiopia,FALSE,,,
51,7,"durame, ethiopia",kambaata2,kambaata,male,1002,ethiopia,FALSE,,,
54,8,"hosanna, ethiopia",kambaata3,kambaata,male,1033,ethiopia,FALSE,,,
26,5,"bangalore, india",kannada1,kannada,female,228,india,FALSE,,,
48,6,"kaduna, nigeria",kanuri1,kanuri,female,1049,nigeria,FALSE,,,
18,9,"semey, kazakhstan",kazakh1,kazakh,male,229,kazakhstan,FALSE,,,
22,6,"almaty, kazakhstan",kazakh2,kazakh,male,1234,kazakhstan,FALSE,,,
49,30,"almaty, kazakhstan",kazakh3,kazakh,female,1763,kazakhstan,FALSE,,,
21,16,"phnom penh, cambodia",khmer1,khmer,female,230,cambodia,FALSE,,,
19,16,"phnom penh, cambodia",khmer2,khmer,male,231,cambodia,FALSE,,,
46,25,"baling, kampongthum, cambodia",khmer3,khmer,male,232,cambodia,FALSE,,,
31,16,"phnom penh, cambodia",khmer4,khmer,male,1087,cambodia,FALSE,,,
47,25,"kampong speu, cambodia",khmer5,khmer,male,1609,cambodia,FALSE,,,
20,4,"auburn, australia",khmer6,khmer,female,1669,australia,FALSE,,,
56,25,"siem reap, cambodia",khmer7,khmer,male,1911,cambodia,FALSE,,,
19,16,"new orleans, louisiana, usa",kikongo1,kikongo,male,464,usa,FALSE,,,
56,28,"kimulaza, uige, angola",kikongo2,kikongo,male,1031,angola,FALSE,,,
48,5,"nairobi, kenya",kikuyu1,kikuyu,male,466,kenya,FALSE,,,
50,7,"kerugoya, kenya",kikuyu2,kikuyu,male,1155,kenya,FALSE,,,
45,5,"nairobi, kenya",kikuyu3,kikuyu,female,1156,kenya,FALSE,,,
23,4,"nairobi, kenya",kikuyu4,kikuyu,female,1790,kenya,FALSE,,,
32,28,"bishkek, kyrgyzstan",kirghiz1,kirghiz,female,233,kyrgyzstan,FALSE,,,
22,6,"dar-es-salaam, tanzania",kiswahili1,kiswahili,male,234,tanzania,FALSE,,,
28,16,"kigoma, tanzania",kiswahili2,kiswahili,male,235,tanzania,FALSE,,,
29,6,"nairobi, kenya",kiswahili3,kiswahili,male,236,kenya,FALSE,,,
36,34,"goma, north kivu, democratic republic of congo",kiswahili4,kiswahili,male,237,democratic republic of congo,FALSE,,,
56,4,"tanga, tanzania",kiswahili5,kiswahili,female,877,tanzania,FALSE,,,
32,8,"dar-es-salaam, tanzania",kiswahili6,kiswahili,female,887,tanzania,FALSE,,,
52,5,"dar-es-salaam, tanzania",kiswahili7,kiswahili,female,934,tanzania,FALSE,,,
42,3,"nyeri, kenya",kiswahili8,kiswahili,female,1041,kenya,FALSE,,,
50,13,"tanga, tanzania",kiswahili9,kiswahili,male,1146,tanzania,FALSE,,,
38,6,"hyderabad, andhra pradesh, india",konkani1,konkani,female,438,india,FALSE,,,
29,13,"ui jong bu, south korea",korean1,korean,male,238,south korea,FALSE,,,
34,13,"kwangju, south korea",korean10,korean,male,483,south korea,FALSE,,,
26,14,"seoul, south korea",korean11,korean,male,559,south korea,FALSE,,,
31,31,"sokcho, south korea",korean12,korean,male,608,south korea,FALSE,,,
50,12,"pusan, south korea",korean13,korean,female,759,south korea,FALSE,,,
22,8,"kota kinabalu, malaysia",korean14,korean,female,892,malaysia,FALSE,,,
42,40,"pusan, south korea",korean15,korean,male,1005,south korea,FALSE,,,
30,13,"nonsan, south korea",korean16,korean,female,1006,south korea,FALSE,,,
21,8,"cheju-do, south korea",korean17,korean,male,1007,south korea,FALSE,,,
25,7,"seoul, south korea",korean18,korean,male,1117,south korea,FALSE,,,
21,14,"seoul, south korea",korean19,korean,female,1118,south korea,FALSE,,,
23,14,"taegu, south korea",korean2,korean,female,239,south korea,FALSE,,,
58,13,"inchon, south korea",korean20,korean,female,1126,south korea,FALSE,,,
21,12,"ulsan, south korea",korean21,korean,male,1142,south korea,FALSE,,,
19,8,"inchon, south korea",korean22,korean,female,1145,south korea,FALSE,,,
49,12,"seoul, south korea",korean23,korean,female,1196,south korea,FALSE,,,
42,13,"seoul, south korea",korean24,korean,male,1370,south korea,FALSE,,,
34,12,"anseong, kyong gi, south korea",korean25,korean,female,1386,south korea,FALSE,,,
23,21,"seoul, south korea",korean26,korean,male,1507,south korea,FALSE,,,
51,14,"haenam, south korea",korean27,korean,male,1624,south korea,FALSE,,,
62,13,"seoul, south korea",korean28,korean,female,1663,south korea,FALSE,,,
19,8,"masan, south korea",korean29,korean,female,1687,south korea,FALSE,,,
19,17,"seoul, south korea",korean3,korean,female,240,south korea,FALSE,,,
49,14,"seoul, south korea",korean30,korean,female,1690,south korea,FALSE,,,
18,7,"seoul, south korea",korean31,korean,female,1696,south korea,FALSE,,,
35,28,"seoul, south korea",korean32,korean,female,1715,south korea,FALSE,,,
30,13,"seongnam, south korea",korean33,korean,female,1722,south korea,FALSE,,,
20,11,"seoul, south korea",korean34,korean,female,1814,south korea,FALSE,,,
48,12,"kwangju, south korea",korean35,korean,male,1815,south korea,FALSE,,,
51,12,"taegu, south korea",korean36,korean,female,1838,south korea,FALSE,,,
27,14,"seoul, south korea",korean37,korean,female,1843,south korea,FALSE,,,
25,10,"inchon, south korea",korean38,korean,male,1848,south korea,FALSE,,,
55,14,"pusan, south korea",korean39,korean,male,1862,south korea,FALSE,,,
29,15,"seoul, south korea",korean4,korean,female,241,south korea,FALSE,,,
21,17,"seoul, south korea",korean40,korean,female,1943,south korea,FALSE,,,
50,12,"seoul, south korea",korean41,korean,female,1946,south korea,FALSE,,,
26,3,"bayside, new york, usa",korean42,korean,male,1950,usa,FALSE,,,
20,13,"taejon, south korea",korean43,korean,male,1952,south korea,FALSE,,,
49,14,"inchon, south korea",korean44,korean,male,1971,south korea,FALSE,,,
28,13,"inchon, south korea",korean45,korean,male,1982,south korea,FALSE,,,
21,21,"seoul, south korea",korean46,korean,female,2015,south korea,FALSE,,,
23,10,"seoul, south korea",korean47,korean,male,2058,south korea,FALSE,,,
32,27,"seoul, south korea",korean48,korean,male,2075,south korea,FALSE,,,
22,7,"an yang, south korea",korean49,korean,female,2098,south korea,FALSE,,,
50,12,"seoul, south korea",korean5,korean,female,242,south korea,FALSE,,,
57,13,"taejon, south korea",korean50,korean,female,2133,south korea,FALSE,,,
25,16,"seoul, south korea",korean51,korean,male,2134,south korea,FALSE,,,
40,12,"seoul, south korea",korean52,korean,male,2158,south korea,FALSE,,,
21,12,"sunchun, south korea",korean6,korean,female,243,south korea,FALSE,,,
32,10,"seoul, south korea",korean7,korean,male,244,south korea,FALSE,,,
39,13,"seoul, south korea",korean8,korean,female,452,south korea,FALSE,,,
34,12,"taejon, south korea",korean9,korean,male,474,south korea,FALSE,,,
46,5,"freetown, sierra leone",krio1,krio,female,245,sierra leone,FALSE,,,
26,5,"freetown, sierra leone",krio2,krio,male,431,sierra leone,FALSE,,,
21,5,"freetown, sierra leone",krio3,krio,female,1095,sierra leone,FALSE,,,
48,7,"freetown, sierra leone",krio4,krio,female,1106,sierra leone,FALSE,,,
36,6,"freetown, sierra leone",krio5,krio,male,1140,sierra leone,FALSE,,,
26,3,"freetown, sierra leone",krio6,krio,female,2031,sierra leone,FALSE,,,
52,4,"margibi, liberia",kru1,kru,female,1760,liberia,FALSE,,,
24,15,"arbil, iraq",kurdish1,kurdish,male,246,iraq,FALSE,,,
37,30,"sulaymaniyah, iraq",kurdish10,kurdish,male,1767,iraq,FALSE,,,
50,10,"hawler, kurdistan, iraq",kurdish2,kurdish,male,669,iraq,FALSE,,,
33,12,"sulaymaniyah, iraq",kurdish3,kurdish,female,809,iraq,FALSE,,,
30,9,"kirkuk, iraq",kurdish4,kurdish,male,1098,iraq,FALSE,,,
32,11,"sulaymaniyah, iraq",kurdish5,kurdish,male,1180,iraq,FALSE,,,
57,11,"sulaymaniyah, iraq",kurdish6,kurdish,female,1197,iraq,FALSE,,,
29,13,"sanandaj, iran",kurdish7,kurdish,male,1318,iran,FALSE,,,
55,39,"sulaymaniyah, iraq",kurdish8,kurdish,female,1731,iraq,FALSE,,,
57,40,"sulaymaniyah, iraq",kurdish9,kurdish,male,1766,iraq,FALSE,,,
30,13,"leworook, nusa tenggara, indonesia",lamaholot1,lamaholot,male,247,indonesia,FALSE,,,
38,14,"lamotrek island, federated states of micronesia",lamotrekese1,lamotrekese,male,432,federated states of micronesia,FALSE,,,
19,12,"savannakhet, laos",lao1,lao,female,248,laos,FALSE,,,
25,21,"vientiane, laos, ",lao2,lao,female,249,,FALSE,,,
52,20,"pakxe, laos",lao3,lao,male,2007,laos,FALSE,,,
24,13,"riga, latvia",latvian1,latvian,female,250,latvia,FALSE,,,
70,11,"riga, latvia",latvian2,latvian,female,964,latvia,FALSE,,,
19,5,"riga, latvia",latvian3,latvian,female,1845,latvia,FALSE,,,
37,30,"kinshasa, democratic republic of congo",lingala1,lingala,male,1158,democratic republic of congo,FALSE,,,
27,24,"klaipeda, lithuania",lithuanian1,lithuanian,female,251,lithuania,FALSE,,,
34,32,"vilnius, lithuania",lithuanian2,lithuanian,female,459,lithuania,FALSE,,,
22,8,"kaunas, lithuania",lithuanian3,lithuanian,female,596,lithuania,FALSE,,,
23,12,"klaipeda, lithuania",lithuanian4,lithuanian,female,816,lithuania,FALSE,,,
24,9,"klaipeda, lithuania",lithuanian5,lithuanian,female,1267,lithuania,FALSE,,,
21,10,"visaginas, lithuania",lithuanian6,lithuanian,female,1465,lithuania,FALSE,,,
42,12,"siaya, kenya",luo1,luo,male,252,kenya,FALSE,,,
33,5,"maseno, kenya",luo2,luo,female,484,kenya,FALSE,,,
54,12,"luxembourg, luxembourg",luxembourgeois1,luxembourgeois,female,1296,luxembourg,FALSE,,,
19,11,"ohrid, macedonia",macedonian1,macedonian,male,253,macedonia,FALSE,,,
20,10,"skopje, macedonia",macedonian10,macedonian,female,1590,macedonia,FALSE,,,
20,8,"skopje, macedonia",macedonian11,macedonian,female,1591,macedonia,FALSE,,,
20,10,"skopje, macedonia",macedonian12,macedonian,female,1592,macedonia,FALSE,,,
20,8,"skopje, macedonia",macedonian13,macedonian,female,1593,macedonia,FALSE,,,
20,9,"skopje, macedonia",macedonian14,macedonian,female,1594,macedonia,FALSE,,,
20,10,"skopje, macedonia",macedonian15,macedonian,female,1595,macedonia,FALSE,,,
20,5,"skopje, macedonia",macedonian16,macedonian,female,1596,macedonia,FALSE,,,
24,6,"skopje, macedonia",macedonian17,macedonian,male,1597,macedonia,FALSE,,,
20,5,"skopje, macedonia",macedonian18,macedonian,female,1601,macedonia,FALSE,,,
22,10,"skopje, macedonia",macedonian19,macedonian,male,1602,macedonia,FALSE,,,
24,15,"stip, macedonia",macedonian2,macedonian,male,888,macedonia,FALSE,,,
19,10,"skopje, macedonia",macedonian20,macedonian,female,1603,macedonia,FALSE,,,
19,12,"skopje, macedonia",macedonian21,macedonian,female,1604,macedonia,FALSE,,,
21,8,"skopje, macedonia",macedonian22,macedonian,female,1605,macedonia,FALSE,,,
20,11,"skopje, macedonia",macedonian23,macedonian,female,1606,macedonia,FALSE,,,
20,7,"skopje, macedonia",macedonian24,macedonian,female,1607,macedonia,FALSE,,,
20,9,"skopje, macedonia",macedonian25,macedonian,female,1608,macedonia,FALSE,,,
29,11,"ohrid, macedonia",macedonian26,macedonian,male,2014,macedonia,FALSE,,,
24,11,"stip, macedonia",macedonian3,macedonian,male,948,macedonia,FALSE,,,
21,11,"stip, macedonia",macedonian4,macedonian,male,949,macedonia,FALSE,,,
19,11,"skopje, macedonia",macedonian5,macedonian,female,1585,macedonia,FALSE,,,
19,9,"skopje, macedonia",macedonian6,macedonian,male,1586,macedonia,FALSE,,,
19,10,"skopje, macedonia",macedonian7,macedonian,female,1587,macedonia,FALSE,,,
20,8,"skopje, macedonia",macedonian8,macedonian,male,1588,macedonia,FALSE,,,
19,10,"skopje, macedonia",macedonian9,macedonian,female,1589,macedonia,FALSE,,,
44,20,"antananarivo, madagascar",malagasy1,malagasy,male,1354,madagascar,FALSE,,,
28,3,"kuala lumpur, malaysia",malay1,malay,female,254,malaysia,FALSE,,,
22,5,"kuching, sarawak, malaysia",malay2,malay,male,1194,malaysia,FALSE,,,
43,6,"seremban, negeri sembilan, malaysia",malay3,malay,female,1497,malaysia,FALSE,,,
21,8,"kuala lumpur, malaysia",malay4,malay,female,1503,malaysia,FALSE,,,
19,3,"kuala lumpur, malaysia",malay5,malay,male,1670,malaysia,FALSE,,,
24,5,"kerala state, kerala state, india",malayalam1,malayalam,male,255,india,FALSE,,,
29,5,"trivandrum, kerala, india",malayalam2,malayalam,female,592,india,FALSE,,,
19,3.5,"bangalore, india",malayalam3,malayalam,female,1780,india,FALSE,,,
18,3,"dubai, united arab emirates",malayalam4,malayalam,female,1857,united arab emirates,FALSE,,,
30,4,"mosta, malta",maltese1,maltese,female,409,malta,FALSE,,,
74,6,"marsa, malta",maltese2,maltese,female,1359,malta,FALSE,,,
26,13,"shanxi province, shanxi, china",mandarin1,mandarin,female,256,china,FALSE,,,
19,3,"beijing, china",mandarin10,mandarin,male,491,china,FALSE,,,
53,13,"kao-hsiung, taiwan",mandarin11,mandarin,female,607,taiwan,FALSE,,,
23,1,"singapore, singapore",mandarin12,mandarin,male,623,singapore,FALSE,,,
29,13,"nantou, taiwan",mandarin13,mandarin,male,685,taiwan,FALSE,,,
49,20,"dalian, liaoning, china",mandarin14,mandarin,male,719,china,FALSE,,,
28,11,"tainan, taiwan",mandarin15,mandarin,female,746,taiwan,FALSE,,,
32,10,"taipei, taiwan",mandarin16,mandarin,male,750,taiwan,FALSE,,,
26,13,"wuhan, hubei, china",mandarin17,mandarin,male,796,china,FALSE,,,
